1423_S34	1425_S35	1607_S23	1612_S24	1660_S26	1664_S28	1750_S27	1753_S29	1779_S30	1783_S31	1789_S32	1801_S33	1807_S42	1814_S43	1815_S44	1877_S25	1880_S37	1881_S38	1882_S39	1883_S40	1884_S41	1885_S36	I_cc_S46	I_mix_S45
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025926	0	0	0.016529	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016334	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037975	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0
0	0	0	0	0	0	0.041958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021053	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021459	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011905	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021622	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024242	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031008	0	0	0	0
0	0	0	0	0	0	0	0.049383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.008993	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307692	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029197	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038095	0	0	0	0
0	0	0	0	0	0	0	0.010508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.785714	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019802	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0
0	0	0	0	0	0	0.164103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034483	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028777	0	0	0	0	0
0	0.016827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008696	0	0.013937	0.01002	0	0.014085	0.013136	0	0
0	0.016627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013722	0.01	0	0.013889	0.01129	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008798	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039062	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.476744	0.584615	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008032	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022472
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053435	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008584	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260417
0	0	0	0	0	0	0	0	0.026316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022222	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007643	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017241	0	0	0	0
0	0	0	0	0	0	0	0	0.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.529412	0	0	0	0	0	0	0	0	0.5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020408	0	0	0
0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013333	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033333	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01476	0	0	0	0	0	0
0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018182	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021739	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016667	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0
0	0	0	0	0	0.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027211	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193548	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006729	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.007752	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02765	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235294	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014545	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.036424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.036244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129032	0	0	0	0
0	0.615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017408	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018433	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017799	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021692	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171429	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206897	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016807	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018634	0	0	0	0	0	0
0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235294	0	0
0	0	0	0	0	0	0	0	0	0.019512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021858	0	0	0	0
0	0.294118	0	0	0	0.428571	0.314286	0	0	0	0	0	0	0	0	0.28125	0	0	0	0	0	0	0	0.121951
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033333	0	0
0	0	0	0	0	0	0.035398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010733	0	0	0	0	0
0	0	0.060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011962	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016563	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046512	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	1	0	0	0.833333	1	0	0.764706	0	0	0.733333	0	0	0.5	0.5	0.666667	0.882353	0.764706	0.545455	1	0.912281
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019417	0
0	0.014388	0.012165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014109	0.015487	0.021327	0.018083	0.057307	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074792	0	0	0
0	0.015945	0.01182	0	0	0	0	0	0	0	0	0	0	0	0	0.012238	0.01773	0.011038	0.026846	0.013699	0.060519	0.006974	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0
0.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.027094	0	0	0	0	0	0	0	0	0.036122	0.0209	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027586	0	0	0	0	0
0	0	0.015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171429	0	0
0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027157	0	0.028322	0.02381	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.018492	0	0	0	0	0.041534	0	0	0	0	0.026135	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017007	0.020942	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.054545	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.054545	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.025974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025189	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025974	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022779	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021028	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214286	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015504	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02381	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017595	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.029412	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022727	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017857	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.722222	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021858	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	0.991736	0.993671	1	1	1	1	0	0	0	0	0	0	1	1
0.088235	0	0	0	0	0	0.076923	0	0.056277	0.041509	0	0	0	0	0	0	0	0	0	0	0	0	0.072727	0.103448
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0
0.481481	0.34375	0	0	0.603448	0.6	0.510638	0	0.547619	0.575758	0.659091	0.625	0.473684	0.47619	0.4	0.4	0.6	0.541667	0.714286	0.611111	0.611111	0.666667	0.590909	0.473333
0.5	0.4	0	0.5	0.583333	0.647059	0.509804	0.543478	0.583333	0.59375	0.65	0.607143	0.5	0.47619	0.4	0.365854	0.64	0.510638	0.59375	0.605634	0.7	0.657143	0.565217	0.485106
0.611111	0.458333	0.431034	0.44	0.633333	0.5	0.571429	0.595745	0.529412	0.566667	0.627907	0.462963	0.5	0.444444	0.421053	0.325	0.536585	0.46875	0.391304	0.563636	0.72	0.507692	0.509804	0.470721
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020619	0	0	0
0.3	0.4	0.446809	0.473684	0.48	0.3	0.515152	0.461538	0.395833	0.545455	0.5	0.466667	0.515152	0.352941	0.357143	0.344828	0	0	0	0	0	0	0.459459	0.383812
0	0.333333	0.425	0.428571	0.333333	0.277778	0.428571	0.424242	0.375	0.5625	0.46	0.44898	0.5625	0.315789	0	0.392857	0.181818	0	0.416667	0.390244	0	0	0.4375	0.353234
0.354839	0.25	0.295455	0.636364	0.395833	0.46875	0.538462	0.444444	0.351351	0.454545	0.515625	0.5	0.405405	0.409091	0.352941	0.354839	0.487805	0.25	0.277778	0.230769	0.25	0.372093	0.322581	0.359909
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026423
0.5	0.589744	0.527273	0.35	0.453125	0.4	0.511628	0.47541	0.418182	0.473684	0.325	0.357143	0.557692	0.5	0.48	0.458333	0.390625	0.527778	0.44186	0.591549	0.444444	0.413333	0.405405	0.509921
0	0	0	0.125	0.095238	0	0	0.123077	0	0	0	0	0	0	0	0.115385	0.088235	0	0	0	0	0	0	0.072106
0	0	0	0.125	0.096774	0	0	0.123077	0	0	0	0	0	0	0	0	0.088235	0	0	0	0	0	0	0.07197
0	0	0	0	0.096774	0	0	0.149254	0	0	0	0	0	0	0	0.117647	0.114286	0	0	0	0	0	0	0.080675
0.5	0.384615	0.425926	0.486486	0.492063	0.531915	0.4	0.373134	0.537037	0.514286	0.625	0.630769	0.407407	0.466667	0.48	0.490196	0.521127	0.4375	0.479167	0.352941	0.588235	0.506849	0.578947	0.462406
0	0	0	0	0	0	0	0.144928	0	0	0	0	0	0	0	0.117647	0.128571	0	0	0	0	0	0	0.083019
0	0	0	0	0.109375	0	0	0.164384	0.15625	0	0	0	0	0	0	0.145833	0.157143	0	0.169811	0.093023	0	0.144578	0	0.113346
0	0	0	0.166667	0.163934	0.121951	0.159091	0.186667	0.205882	0	0	0.098592	0.125	0	0	0.169811	0.210526	0	0.195652	0.122222	0	0.16092	0.142857	0.14795
