# Gene Family	1681d14_S57_R1R2_Abundance-RPKs	1683d00_S47_R1R2_Abundance-RPKs	1683d04_S48_R1R2_Abundance-RPKs	1683d09_S49_R1R2_Abundance-RPKs	1683d14_S50_R1R2_Abundance-RPKs	1683d18_S51_R1R2_Abundance-RPKs	1683d23_S52_R1R2_Abundance-RPKs	1683d30_S53_R1R2_Abundance-RPKs	1683d44_S55_R1R2_Abundance-RPKs	1683d49_S56_R1R2_Abundance-RPKs	1683d53_S57_R1R2_Abundance-RPKs	1683d58_S58_R1R2_Abundance-RPKs	1683d63_S59_R1R2_Abundance-RPKs	1683d67_S60_R1R2_Abundance-RPKs	1683d72_S61_R1R2_Abundance-RPKs	1683d79_S62_R1R2_Abundance-RPKs	1688d00_S1_R1R2_Abundance-RPKs	1688d04_S2_R1R2_Abundance-RPKs	1688d09_S3_R1R2_Abundance-RPKs	1688d14_S4_R1R2_Abundance-RPKs	1688d18_S5_R1R2_Abundance-RPKs	1688d23_S6_R1R2_Abundance-RPKs	1688d30_S7_R1R2_Abundance-RPKs	1688d37_S8_R1R2_Abundance-RPKs	1688d44_S9_R1R2_Abundance-RPKs	1688d49_S10_R1R2_Abundance-RPKs	1688d53_S11_R1R2_Abundance-RPKs	1688d58_S12_R1R2_Abundance-RPKs	1688d63_S13_R1R2_Abundance-RPKs	1688d67_S14_R1R2_Abundance-RPKs	1688d72_S15_R1R2_Abundance-RPKs	1688d79_S16_R1R2_Abundance-RPKs	1692d00_S17_R1R2_Abundance-RPKs	1692d04_S18_R1R2_Abundance-RPKs	1692d09_S19_R1R2_Abundance-RPKs	1692d14_S20_R1R2_Abundance-RPKs	1692d18_S21_R1R2_Abundance-RPKs	1692d23_S22_R1R2_Abundance-RPKs	1692d30_S23_R1R2_Abundance-RPKs	1692d37_S24_R1R2_Abundance-RPKs	1692d44_S25_R1R2_Abundance-RPKs	1692d49_S26_R1R2_Abundance-RPKs	1692d53_S27_R1R2_Abundance-RPKs	1692d58_S28_R1R2_Abundance-RPKs	1692d63_S29_R1R2_Abundance-RPKs	1692d67_S30_R1R2_Abundance-RPKs	1692d72_S31_R1R2_Abundance-RPKs	1692d79_S32_R1R2_Abundance-RPKs	1699d00_S33_R1R2_Abundance-RPKs	1699d04_S34_R1R2_Abundance-RPKs	1699d09_S35_R1R2_Abundance-RPKs	1699d14_S36_R1R2_Abundance-RPKs	1699d18_S37_R1R2_Abundance-RPKs	1699d23_S38_R1R2_Abundance-RPKs	1699d30_S39_R1R2_Abundance-RPKs	1699d37_S40_R1R2_Abundance-RPKs	1699d44_S41_R1R2_Abundance-RPKs	1699d49_S42_R1R2_Abundance-RPKs	1699d53_S63_R1R2_Abundance-RPKs	1699d58_S64_R1R2_Abundance-RPKs	1699d63_S65_R1R2_Abundance-RPKs	1699d67_S66_R1R2_Abundance-RPKs	1699d72_S67_R1R2_Abundance-RPKs	1699d79_S68_R1R2_Abundance-RPKs
UNGROUPED|g__Muribaculum.s__Muribaculum_intestinale	1478901.752	2498023.743	1833739.286	1123959.333	2442045.948	1973690.75	1882206.897	2289447.62	3021013.411	2613734.371	2474000.744	2381843.816	2196841.519	2462406.94	2707431.296	2686373.276	1354898.35	2715945.333	2349404.454	2232962.731	2003979.372	2338235.85	2601536.341	1873344.717	3282662.384	2413249.134	2645072.339	4028673.547	2436893.483	3129973.778	2723228.135	2071286.053	2865365.292	1267692.947	0.0	3585917.769	1708637.869	2045422.114	1357859.233	2198725.967	1746703.906	1375053.891	1160810.043	1761587.327	1924794.521	1686169.585	2874423.245	2528261.936	2694678.987	0.0	0.0	176898.28	0.0	0.0	0.0	0.0	175765.591	1499416.476	0.0	0.0	0.0	0.0	0.0	0.0
K00009	0.0	6.965	13.931	0.0	0.0	6.965	0.0	23.881	10.946	6.965	0.0	12.935	3.98	11.94	0.0	5.97	0.0	0.0	3.98	8.955	0.0	14.925	5.97	11.94	23.883	7.96	0.0	11.943	11.94	12.935	9.95	21.892	7.96	0.0	38.807	8.955	252.737	63.683	22.886	7.96	7.96	10.945	105.48	34.826	16.915	61.692	113.434	9.95	37.811	0.0	0.0	0.0	0.0	0.0	10.945	11.942	7.96	8.955	0.0	0.0	0.0	0.0	0.0	0.0
K00009|g__Enterococcus.s__Enterococcus_faecalis	0.0	6.965	13.931	0.0	0.0	6.965	0.0	23.881	10.946	6.965	0.0	12.935	3.98	11.94	0.0	5.97	0.0	0.0	3.98	8.955	0.0	14.925	5.97	11.94	23.883	7.96	0.0	11.943	11.94	12.935	9.95	21.892	7.96	0.0	38.807	8.955	252.737	63.683	22.886	7.96	7.96	10.945	105.48	34.826	16.915	61.692	113.434	9.95	37.811	0.0	0.0	0.0	0.0	0.0	10.945	11.942	7.96	8.955	0.0	0.0	0.0	0.0	0.0	0.0
K00016	0.0	16.787	14.388	0.0	0.0	0.0	0.0	0.0	9.592	8.393	7.194	0.0	0.0	7.194	0.0	0.0	14.39	0.0	7.194	0.0	0.0	0.0	0.0	7.194	45.564	19.185	10.791	4.796	28.777	9.592	13.191	33.573	20.384	0.0	59.952	10.791	238.613	62.35	20.384	7.194	10.791	0.0	110.312	28.777	19.185	63.552	109.116	22.782	16.787	0.0	0.0	0.0	0.0	0.0	20.384	10.791	15.588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00016|g__Enterococcus.s__Enterococcus_faecalis	0.0	16.787	14.388	0.0	0.0	0.0	0.0	0.0	9.592	8.393	7.194	0.0	0.0	7.194	0.0	0.0	14.39	0.0	7.194	0.0	0.0	0.0	0.0	7.194	45.564	19.185	10.791	4.796	28.777	9.592	13.191	33.573	20.384	0.0	59.952	10.791	238.613	62.35	20.384	7.194	10.791	0.0	110.312	28.777	19.185	63.552	109.116	22.782	16.787	0.0	0.0	0.0	0.0	0.0	20.384	10.791	15.588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00024	917.864	2150.018	1398.825	1188.107	2214.3	1669.066	1603.576	2202.394	3014.311	1927.411	1990.502	3280.985	1973.827	2441.687	2619.055	2742.876	980.969	2919.073	2011.922	2277.404	2378.58	2367.873	2529.789	1658.34	3826.239	2385.73	3553.59	4135.748	1554.772	3151.215	2516.694	1932.164	2791.689	1036.922	2317.903	3365.505	2071.441	3392.908	1464.293	3301.223	1976.205	1101.202	1422.629	2433.353	1738.125	2703.6	2647.633	3557.17	2621.447	2158.372	2603.597	2719.07	4151.227	3310.738	4915.537	2548.839	2279.786	2027.405	4926.249	4184.564	2783.35	3130.991	2844.07	5007.183
K00024|g__Akkermansia.s__Akkermansia_muciniphila	917.864	2150.018	1398.825	1188.107	2214.3	1669.066	1603.576	2202.394	3014.311	1927.411	1990.502	3280.985	1973.827	2441.687	2619.055	2742.876	980.969	2919.073	2011.922	2277.404	2378.58	2367.873	2529.789	1658.34	3826.239	2385.73	3553.59	4135.748	1554.772	3151.215	2516.694	1932.164	2791.689	1036.922	2317.903	3365.505	2071.441	3392.908	1464.293	3301.223	1976.205	1101.202	1422.629	2433.353	1738.125	2703.6	2647.633	3557.17	2621.447	2158.372	2603.597	2719.07	4151.227	3310.738	4915.537	2548.839	2279.786	2027.405	4926.249	4184.564	2783.35	3130.991	2844.07	5007.183
K00036	21.772	69.82	39.039	0.0	17.269	34.535	0.0	0.0	26.277	23.273	8.258	29.28	13.514	14.264	26.276	14.264	41.291	30.781	19.52	19.52	0.0	0.0	14.264	11.261	18.018	12.763	12.012	15.766	0.0	18.018	0.0	11.261	58.559	0.0	24.025	53.304	0.0	0.0	27.778	0.0	0.0	8.258	0.0	18.018	0.0	0.0	39.039	12.763	63.814	204.205	59.309	24.775	51.051	70.571	27.027	21.772	33.033	9.009	66.817	30.03	14.264	30.03	9.009	11.261
K00036|g__Lactobacillus.s__Lactobacillus_reuteri	21.772	69.82	39.039	0.0	17.269	34.535	0.0	0.0	26.277	23.273	8.258	29.28	13.514	14.264	26.276	14.264	41.291	30.781	19.52	19.52	0.0	0.0	14.264	11.261	18.018	12.763	12.012	15.766	0.0	18.018	0.0	11.261	58.559	0.0	24.025	53.304	0.0	0.0	27.778	0.0	0.0	8.258	0.0	18.018	0.0	0.0	39.039	12.763	63.814	204.205	59.309	24.775	51.051	70.571	27.027	21.772	33.033	9.009	66.817	30.03	14.264	30.03	9.009	11.261
K00041	2668.239	5182.974	3952.731	2033.34	4644.222	4086.069	4103.899	5004.693	6148.862	4541.881	4294.602	4420.194	4661.272	5537.226	5548.872	5548.88	2722.493	4851.185	4834.916	3781.425	3062.811	4519.425	5009.332	3168.239	5082.982	4128.709	3579.096	5846.553	3731.806	4822.507	5025.616	3324.053	4929.487	6273.692	5646.558	4988.402	5720.193	6289.203	2973.657	4510.903	4700.808	3600.034	5006.23	4737.235	4767.481	6000.048	4627.95	5459.727	4871.37	10136.497	3150.43	5501.575	9058.177	4298.507	4996.157	5324.067	3602.358	3223.274	4833.365	3745.761	3182.207	6243.462	5373.707	5171.346
K00041|g__Bacteroides.s__Bacteroides_caecimuris	2668.239	5182.974	3952.731	2033.34	4644.222	4086.069	4103.899	5004.693	6148.862	4541.881	4294.602	4420.194	4661.272	5537.226	5548.872	5548.88	2722.493	4851.185	4834.916	3781.425	3062.811	4519.425	5009.332	3168.239	5082.982	4128.709	3579.096	5846.553	3731.806	4822.507	5025.616	3324.053	4929.487	6273.692	5646.558	4988.402	5720.193	6289.203	2973.657	4510.903	4700.808	3600.034	5006.23	4737.235	4767.481	6000.048	4627.95	5459.727	4871.37	10136.497	3150.43	5501.575	9058.177	4298.507	4996.157	5324.067	3602.358	3223.274	4833.365	3745.761	3182.207	6243.462	5373.707	5171.346
K00053	1169.691	2424.802	1651.027	1486.167	2706.426	2042.141	2022.877	2583.647	3553.592	2232.259	2328.529	3788.263	2466.922	2855.623	3127.601	3299.671	1151.633	3266.001	2373.065	2630.595	2725.642	2690.772	2937.484	1886.908	4535.552	2838.773	4089.075	4846.025	1876.069	3847.236	2722.038	2046.958	3298.453	1222.636	2852.003	3954.307	2367.06	3965.134	1618.541	3996.422	2512.669	1312.879	1648.634	2947.094	1985.587	3051.791	2981.986	3894.141	3429.679	2324.927	3058.994	3160.083	4957.934	3716.044	5924.246	3104.735	2723.253	2170.883	5909.795	5020.486	3143.223	3818.339	3451.293	5978.387
K00053|g__Akkermansia.s__Akkermansia_muciniphila	1169.691	2424.802	1651.027	1486.167	2706.426	2042.141	2022.877	2583.647	3553.592	2232.259	2328.529	3788.263	2466.922	2855.623	3127.601	3299.671	1151.633	3266.001	2373.065	2630.595	2725.642	2690.772	2937.484	1886.908	4535.552	2838.773	4089.075	4846.025	1876.069	3847.236	2722.038	2046.958	3298.453	1222.636	2852.003	3954.307	2367.06	3965.134	1618.541	3996.422	2512.669	1312.879	1648.634	2947.094	1985.587	3051.791	2981.986	3894.141	3429.679	2324.927	3058.994	3160.083	4957.934	3716.044	5924.246	3104.735	2723.253	2170.883	5909.795	5020.486	3143.223	3818.339	3451.293	5978.387
K00057	132.641	228.305	140.715	26.528	83.045	100.277	16.149	31.142	103.806	73.818	48.3	104.88	47.291	37.968	71.448	40.329	85.298	101.499	93.428	93.371	9.227	40.337	41.451	50.703	81.757	32.248	41.459	55.308	64.464	66.81	6.873	47.163	160.26	31.142	142.76	190.256	222.222	78.068	141.647	33.385	29.942	21.867	97.492	37.935	32.233	55.03	267.977	61.037	198.306	704.733	284.896	98.039	154.557	245.681	102.559	64.559	116.454	36.909	211.073	106.113	57.67	107.269	40.369	26.53
K00057|g__Enterococcus.s__Enterococcus_faecalis	0.0	10.309	0.0	0.0	0.0	10.309	0.0	0.0	0.0	0.0	20.619	11.455	0.0	13.746	9.164	5.727	8.02	0.0	0.0	8.018	0.0	4.582	10.309	6.873	19.473	6.873	9.164	8.018	18.328	12.6	6.873	18.328	9.164	0.0	37.801	8.018	222.222	52.693	32.073	9.164	6.874	6.873	79.038	18.328	9.164	48.11	111.112	13.746	11.455	0.0	0.0	0.0	0.0	0.0	13.746	4.582	5.727	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00057|g__Lactobacillus.s__Lactobacillus_reuteri	132.641	217.996	140.715	26.528	83.045	89.968	16.149	31.142	103.806	73.818	27.682	93.426	47.291	24.223	62.284	34.602	77.278	101.499	93.428	85.353	9.227	35.755	31.142	43.831	62.284	25.375	32.295	47.29	46.136	54.21	0.0	28.835	151.096	31.142	104.96	182.238	0.0	25.375	109.573	24.221	23.068	14.994	18.454	19.608	23.069	6.92	156.864	47.291	186.851	704.733	284.896	98.039	154.557	245.681	88.813	59.977	110.727	36.909	211.073	106.113	57.67	107.269	40.369	26.53
K00060	890.791	2128.392	1409.929	1231.986	2314.203	1752.264	1576.602	2128.392	2858.141	1833.343	1896.405	3085.631	1799.572	2181.32	2597.993	2652.054	909.914	2555.199	1981.993	2100.253	2288.307	2218.49	2467.375	1613.751	3882.908	2207.222	3376.149	4118.267	1390.792	3164.432	2310.824	1712.848	2584.485	947.082	2319.834	3287.182	2088.979	3252.285	1477.488	3242.139	1981.993	1024.789	1467.369	2469.611	1591.234	2560.824	2522.538	3203.845	2771.422	1974.107	2744.407	2797.316	4304.09	3238.759	5063.097	2583.349	2057.446	1981.991	4877.303	4322.118	2610.393	3229.754	2851.36	5025.956
K00060|g__Akkermansia.s__Akkermansia_muciniphila	890.791	2128.392	1409.929	1231.986	2314.203	1752.264	1576.602	2128.392	2858.141	1833.343	1896.405	3085.631	1799.572	2181.32	2597.993	2652.054	909.914	2555.199	1981.993	2100.253	2288.307	2218.49	2467.375	1613.751	3882.908	2207.222	3376.149	4118.267	1390.792	3164.432	2310.824	1712.848	2584.485	947.082	2319.834	3287.182	2088.979	3252.285	1477.488	3242.139	1981.993	1024.789	1467.369	2469.611	1591.234	2560.824	2522.538	3203.845	2771.422	1974.107	2744.407	2797.316	4304.09	3238.759	5063.097	2583.349	2057.446	1981.991	4877.303	4322.118	2610.393	3229.754	2851.36	5025.956
K00075	93.71	214.197	148.602	42.838	77.644	127.175	21.419	38.829	119.145	88.357	53.548	145.928	48.193	60.241	53.548	44.177	113.788	82.999	99.063	62.918	17.403	25.435	38.822	66.934	42.84	53.549	58.902	48.193	56.225	21.419	6.693	20.08	180.725	49.531	66.934	204.823	42.005	16.064	78.984	17.403	18.742	22.758	24.096	22.758	28.112	12.048	167.338	68.273	283.805	847.395	275.773	69.612	128.518	322.627	135.209	70.95	76.307	37.483	244.985	109.772	57.564	105.756	44.177	28.112
K00075|g__Enterococcus.s__Enterococcus_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00075|g__Lactobacillus.s__Lactobacillus_reuteri	93.71	214.197	148.602	42.838	77.644	127.175	21.419	38.829	119.145	88.357	53.548	145.928	48.193	60.241	53.548	44.177	113.788	82.999	99.063	62.918	17.403	25.435	38.822	66.934	42.84	53.549	58.902	48.193	56.225	21.419	6.693	20.08	180.725	49.531	66.934	204.823	0.0	16.064	78.984	17.403	18.742	22.758	24.096	22.758	28.112	12.048	167.338	68.273	283.805	847.395	275.773	69.612	128.518	322.627	135.209	70.95	76.307	37.483	244.985	109.772	57.564	105.756	44.177	28.112
K00077	74.468	212.772	97.518	26.596	74.471	109.929	21.277	24.823	102.837	60.284	37.234	111.702	46.099	49.645	65.603	33.688	92.199	67.376	81.56	65.603	0.0	35.461	46.102	33.688	26.596	33.688	37.234	33.688	44.333	54.965	12.411	21.277	101.064	15.957	74.468	191.496	0.0	19.504	83.333	15.957	31.915	15.957	17.73	17.73	28.375	8.865	113.485	53.195	202.131	647.173	230.5	88.656	164.894	237.595	92.199	63.833	101.064	37.234	216.318	102.837	51.418	81.56	46.099	40.78
K00077|g__Lactobacillus.s__Lactobacillus_reuteri	74.468	212.772	97.518	26.596	74.471	109.929	21.277	24.823	102.837	60.284	37.234	111.702	46.099	49.645	65.603	33.688	92.199	67.376	81.56	65.603	0.0	35.461	46.102	33.688	26.596	33.688	37.234	33.688	44.333	54.965	12.411	21.277	101.064	15.957	74.468	191.496	0.0	19.504	83.333	15.957	31.915	15.957	17.73	17.73	28.375	8.865	113.485	53.195	202.131	647.173	230.5	88.656	164.894	237.595	92.199	63.833	101.064	37.234	216.318	102.837	51.418	81.56	46.099	40.78
K00086	106.549	319.65	154.449	42.033	82.111	139.786	16.618	44.97	143.699	131.965	63.539	109.482	39.101	71.359	119.263	71.364	131.965	109.483	126.1	55.718	12.708	39.101	71.359	76.246	79.181	31.282	61.584	55.718	45.946	65.494	18.573	29.326	128.055	40.078	125.124	252.202	0.0	23.46	107.53	39.103	40.082	24.438	22.483	28.349	32.259	14.663	193.553	44.966	346.042	781.042	287.39	112.416	154.449	321.606	155.425	113.397	161.29	71.359	219.945	165.201	57.674	122.19	48.876	78.201
